id;message;target
1244;¿Qué es eso que viene por la colina? ¡Es un monstruo! Espero que tengas un buen día. Todo va bien por aquí, aunque hay mucho movimiento.;legit
1245;¿Qué es un bowa plumoso? ¿Es algo que los chicos tienen y que yo desconozco?;legit
1246;¿Qué estaba buscando?;legit
1247;¿Qué estás haciendo ahora?;legit
1248;¿Qué estás haciendo?;legit
1249;¿Qué estás haciendo? ¿Cómo estás?;legit
1250;¿Qué estoy haciendo ahora?;legit
1251;¿Qué hace el río de la danza?;legit
1252;¿Qué hace mi querida? ¿Durmiendo?;legit
1253;¿Qué haces ahí?;legit
1254;¿Qué haces en Langport? Lo siento, pero probablemente me acueste a las 9 p. m. ¡Qué mal estar enfermo en Navidad! ¿Cuándo van a Sri Lanka?;legit
1255;¿Qué haces, perro? ¿Siempre tengo que esperar hasta que acabe el día para tener noticias tuyas? ¿Ya te quedaste sin celular?;legit
1256;¿Qué hago entonces? Necesito el modelo SRS. Por favor, envíamelo a mi correo electrónico.;legit
1257;¿Qué harás luego? Sar xxx;legit
1258;¿Qué haremos en la ducha, cariño?;legit
1259;¿Qué hiciste al irte?;legit
1260;¿Que hora quiero hoy?;legit
1261;¿Qué hoy es domingo...el domingo es feriado...así que no se trabaja...?;legit
1262;¿Qué le pasó? Dime la verdad.;legit
1263;¿Qué me estás cocinando para la cena?;legit
1264;¿Qué no entiendo?;legit
1265;¿Qué opinas de mí? 1. Superior 2. Jada 3. Kusruthi 4. Adorable 5. Silenciosa 6. Carácter 7. Inmadura 8. Elegante 9. Sencilla. Por favor, responde.;legit
1266;"¿Qué parte de ""no inicies"" no entiendes?";legit
1267;¿Qué pasa con la ropa, las joyas y los viajes?;legit
1268;¿Qué pasa querida dime?;legit
1269;¿Qué pasa, querida? ¿Por qué estás callada? Estoy tensa.;legit
1270;¿Qué pasa? ¿No quieres dormir?;legit
1271;¿Qué pasa? ¿Quieres que me conecte?;legit
1272;¿Qué pasó con el asunto del crucero?;legit
1273;¿Qué pasó con nuestra cita?;legit
1274;¿Qué pasó en la entrevista?;legit
1275;¿Qué puedo hacer? Quizás ocurrió un accidente cerca de Ghodbandar Rd. El tráfico es lento. Así que, por favor, deslícense y no se preocupen.;legit
1276;¿Qué quieres cuando regrese? Un hermoso collar como muestra de mi corazón para ti. Eso es lo que daré, pero SÓLO a MI ESPOSA DE MI GUSTO. SÉ ESO Y VERÁS... NADIE puede darte eso. No me llames. Esperaré hasta que llegue.;legit
1277;¿QUÉ QUIERES HACER ENTONCES SEÑORITA?;legit
1278;¿Qué quieres para Navidad? ¿Qué te parecen 100 mensajes de texto gratis y un videoteléfono nuevo con la mitad de precio en la renta de línea? ¡Llama gratis ahora al 0800 0721072 para más información!;spam
1279;¿Qué tal el miércoles por la noche? Cumplo 3 años, ¡pero solo hasta las 9!;legit
1280;¿Qué tal Escocia? Espero que no te estés pasando con tus tendencias JJC. Cuídate. Vive el sueño.;legit
1281;¿Qué tal este semestre? Cuídate, hermano.;legit
1282;¿Qué tal si hacemos algunas de las imágenes más grandes?;legit
1283;¿Qué tal, amigo? Me dejé el teléfono en casa y acabo de ver tus mensajes. Espero que estés bien. Que tengas un buen fin de semana.;legit
1284;¿Qué tal...?;legit
1285;¿Qué tal? ¿Tienen alguna actividad emocionante de karaoke planeada? Estoy pensando si jugar al fútbol esta noche. Aunque me da pereza.;legit
1286;¿Qué tan tarde? ¿Aún es temprano, señora? O mejor vamos a cenar. Ay, no sé...;legit
1287;¿Qué te gustaría para tu cumpleaños?;legit
1288;¿Qué te hace más feliz?;legit
1289;¿Qué te hace pensar que me voy a caer? Pero en realidad creo que soy bastante propenso a caerme. Por suerte, mi papá ya está en casa y le pedí que viniera a buscarme.;legit
1290;¿Qué te parece contactar con quienes esperan visitas? ¡Solo envía un mensaje con tu NOMBRE y EDAD para registrarte! Disfruta de la comunidad (150 peniques/SMS);spam
1291;¿Qué te pasa, bicho raro?;legit
1292;¿QUÉ TE PASA?;legit
1293;¿Qué te pasa? ¡Pensabas llamarme! Envíame un mensaje con cariño.;legit
1294;¿Qué te pasa? ¿Has conseguido trabajo y has empezado a solicitar la residencia permanente?;legit
1295;¿Qué tipo de cosas cantas?;legit
1296;¿Qué uniforme? ¿Dónde lo conseguí?;legit
1297;¿Qué? Hola, ¿cuál es la dirección de correo electrónico de Wats Talks?;legit
1298;¿Quién es este en clase?:-);legit
1299;¿Quién está ahí? Saluda a nuestro traficante de drogas.;legit
1300;¿Quiénes eran esas personas? ¿Estabas de gira? Pensé que estabas haciendo lo del sofá que me enviaste. Tu curiosa...;legit
1301;¿Quieren reunirse y combinar todas las piezas? ¿Cómo va el resto del proyecto?;legit
1302;¿Quieres 750 minutos en cualquier momento y en cualquier red, 150 mensajes de texto y un NUEVO teléfono con VIDEO por solo cinco soles a la semana, llama al 08002888812 o responde para la entrega mañana?;spam
1303;¿Quieres 750 minutos en cualquier momento y en cualquier red, 150 mensajes de texto y un NUEVO videoteléfono por solo cinco soles a la semana? Llama al 08000776320 ahora o responde para la entrega mañana.;spam
1304;¿Quieres almorzar? Estoy en la cantina ahora.;legit
1305;¿Quieres darle vida a tu teléfono con un nuevo tono semanal? Responde a TONES2U 2. www.ringtones.co.uk, el original y el mejor. Tonos 3 GBP. Se aplican tarifas del operador.;spam
1306;"¿Quieres echar un polvo? ¿Quieres recibir información sobre la ubicación real de perros directamente en tu móvil? Únete a la red de dogging más grande del Reino Unido. ¡Envía ""perros"" al 69696 ahora! NYT. EC2A. 3LP 1.50/mensaje.";spam
1307;¿Quieres el último teléfono con video? ¿750 minutos de conexión a cualquier hora? ¿Alquiler de línea a mitad de precio? Responde o llama al 08000930705 para recibirlo mañana.;spam
1308;¿Quieres enviarme un abrazo virtual?... Necesito uno;legit
1309;¿Quieres finalmente almorzar hoy?;legit
1310;¿Quieres ganar un Meet+Gree con Westlife 4 U o un m8? ¿En qué gira están actualmente? 1) Unbreakable, 2) Untamed, 3) Unkempt. Envía un SMS con 1, 2 o 3 al 83049. Coste: 50 peniques + SMS estándar.;spam
1311;¿Quieres ir allí? ¿Doctor?;legit
1312;¿Quieres ir?;legit
1313;¿Quieres linterna Bold 2 o BB?;legit
1314;¿Quieres mantener tus Rutas? Decide antes del 8 de diciembre de 2024.;legit
1316;¿QUIERES QUE NOS VEAMOS MAÑANA?;legit
1317;"¿Quieres reírte un rato? ¡Prueba CHIT-CHAT en tu móvil ahora! Conéctate enviando un SMS con la palabra ""CHAT"" al n.° 8883 CM, apartado de correos 4217, Londres W1A 6ZF. 16+ 118 peniques por mensaje recibido.";spam
1318;¿Quieres saber cuáles son las áreas más demandadas por nuestros usuarios?;spam
1319;¿Quieres sexo explícito en 30 segundos? ¡Llama al 02073162414 ahora! Cuesta 20 peniques/min.;spam
1320;¿Quieres sexo explícito en 30 segundos? ¡Llama al 02073162414 ahora! Precio: 20 peniques/min. Sexo en grupo. POBOX 2667 WC1N 3XX.;spam
1321;¿Quieres tener sexo esta noche? ¿Quieres que te enviemos información sobre dogging real directamente a tu grupo? ¡Únete a la red de dogging más grande del Reino Unido enviando un mensaje de texto con la palabra GRAVEL al 69888! 2 am 31 pm. Mensaje a las 15:50.;spam
1322;¿Quieres tener sexo esta noche? ¿Quieres que te enviemos información sobre dogging real directamente a tu grupo? Únete a la red de dogging más grande del Reino Unido enviando un mensaje de texto con la palabra MOAN al 69888Nyt.ec2a.31p.msg@150p.;spam
1323;¿Quieres tener sexo esta noche? ¿Quieres recibir ubicaciones reales de Dogging directamente en tu móvil? Únete a la red de Dogging más grande del Reino Unido. ¡Envía PARK al 69696 ahora! Nyt. ec2a. 3lp å1.50/mensaje;spam
1324;¿Quieres tu primera Tarjeta de Crédito? Con ANDO puedes obtenerla;spam
1325;¿Quieres un nuevo Nokia 3510i a color con entrega mañana? Con 300 minutos gratis a cualquier móvil + 100 SMS gratis + videocámara gratis. Responde o llama al 08000930705.;spam
1326;¿Quieres un nuevo Nokia 3510i a color que te enviamos mañana? Con 200 minutos GRATIS a cualquier móvil + 100 SMS GRATIS + videocámara GRATIS. Responde o llama al 08000930705.;spam
1327;¿Quieres un nuevo Nokia 3510i a color que te enviamos mañana? Con 200 minutos GRATIS a cualquier móvil + 100 SMS GRATIS + videocámara GRATIS. Responde o llama al 8000930705.;spam
1328;¿Quieres un NUEVO teléfono con video? 750 minutos de llamadas en cualquier momento y en cualquier red. 150 mensajes de texto por solo cinco soles a la semana. Llama al 08000776320 ahora o responde para que te lo entreguen mañana.;spam
1329;¿Quieres un nuevo videoteléfono? ¿750 minutos de conexión a cualquier hora? ¿Alquiler de línea a mitad de precio y mensajes de texto gratis durante 3 meses? Responde o llama al 08000930705 para envío gratis.;spam
1330;¿Quieres un nuevo videoteléfono? ¿750 minutos de conexión a cualquier hora? ¿Alquiler de línea a mitad de precio? ¿Videocámara? Responde o llama al 08000930705 para que te lo entreguen mañana.;spam
1331;¿Quieres un nuevo videoteléfono? ¿750 minutos de conexión a cualquier hora? ¿Mensajes de texto ilimitados? ¿Videocámara? Responde o llama ahora al 08000930705 para recibir llamadas los sábados por la mañana.;spam
1332;¿Quieres un nuevo videoteléfono? 600 minutos en cualquier momento y con cualquier red. 400 videollamadas y descargas incluidas. 5 minutos semanales. Entrega gratuita. MAÑANA. Llama al 08002888812 o responde AHORA.;spam
1333;¿Quieres ver Infernal Affair?;legit
1334;¿Quieres vernos el sábado? ¿Wkg el sábado?;legit
1335;¿Quizás? Saluda y averigua si recibió su tarjeta. ¿Great Escape o Wetherspoons?;legit
1336;¿Recibiste algún regalo? Este año no recibí nada. ¡Qué lástima!;legit
1337;¿Recibiste ese mensaje?;legit
1338;¿Recibiste mi mensaje?;legit
1339;¿Recoges tu computadora portátil y luego configuras los ajustes de Izzit?;legit
1340;¿Recuerdas ese día?;legit
1341;¿Reservar qué lección? Luego me envías un mensaje... Te llamo después del trabajo o algo... Voy a buscar las especificaciones. Mi membresía es PX3748.;legit
1342;¿Saben cuánto necesitamos para el alcohol? Jay y yo estamos intentando calcular cuánto podemos gastar sin riesgo en marihuana.;legit
1343;¿Sabes a qué hora y lugar se vende y cierra?;legit
1344;¿Sabes cómo enviar archivos entre dos computadoras?;legit
1345;¿Sabes cuándo el resultado?;legit
1346;¿Sabes cuándo volverá papá?;legit
1347;¿Sabes dónde fueron mis gafas de laboratorio?;legit
1348;¿Sabes este n.º <#> ?;legit
1349;¿Sabes por qué Dios creó ese espacio entre tus dedos? Para que Aquel que está hecho para ti venga y lo llene tomándote la mano con AMOR.;legit
1350;¿Sabes qué es la verdadera AMISTAD? Te doy un ejemplo: solo lee este mensaje. Cada parte de este mensaje está mal. Pero aún así puedes leerlo sin ningún problema. BUENAS NOCHES Y QUE TENGAS UN BUEN SUEÑO. DULCES SUEÑOS.;legit
1351;¿Sabes qué hizo ayer Mallika Sherawat? Descúbrelo ahora en <URL>;legit
1352;¿Sabes que lo estamos viendo en el Lido?;legit
1353;¿Se lo mostraste y qué te dijo o no pudiste convertirlo en polvo?;legit
1354;¿Se supone que Avatar tiene subtítulos?;legit
1355;¿Seguimos en pie para esta noche?;legit
1356;¿Seguimos reunidos para cenar esta noche?;legit
1357;¿Seguirás asistiendo a las charlas?;legit
1358;¿Seguirás viniendo esta noche?;legit
1359;¿Seguro que lo entienden? Vino * ¡Buena idea! ¡Acabo de probarlo!;legit
1360;¿Servirá de algo si proponemos volver mañana?;legit
1361;¿Shuhui dice que cambiaron al barco de vapor Suntec? ¿Sabes dónde? ¿Dónde estás ahora?;legit
1362;¿Siempre celebras el Año Nuevo con tu familia?;legit
1363;¿Siempre has estado diciendo bueno?;legit
1364;¿Sigues en el Gran Premio?;legit
1365;¿Sigues en el juego?;legit
1366;¿Sigues jugando con Gautlegit?;legit
1367;¿Sigues por aquí? ¿Quieres recogerlo más tarde?;legit
1368;¿Sigues por aquí? Me vendría bien un medio octavo.;legit
1369;¿Sigues trabajando ahora?;legit
1370;¿Sin saldo? Llama al *212# y sigue comunicandote. Mas info: cl4.ro/prestamesaldo;spam
1371;¿Sin saldo? Llama al *212# y sigue comunicandote. Mas info: cl4.ro/prestamesaldo;spam
1372;¿Son importantes tus cambios en el informe? Porque ya hice cambios en el informe anterior.;legit
1373;¿Son tus colegas de Yahoo los que te traen la perfección? ¿O son legales?;legit
1374;¿Soy el único que no acecha perfiles?;legit
1375;¿Soy tan malo como para evitarlo de esta manera?;legit
1376;¿Soy tan sucio?;legit
1377;¿Su artículo se entregará por la mañana o por la mañana?;legit
1378;¿Supongo que no estarás aquí antes de las 9?;legit
1379;¿Tal vez deberías buscar algo más que hacer en su lugar?;legit
1380;¿Tal vez Westshore o Hyde Park Village, el lugar cerca de mi casa?;legit
1381;¿También traerás a Galileo o Dobby?;legit
1382;¿Te animas al reto? Yo sí :);legit
1383;¿Te apetece probar Kadeem de nuevo? :V;legit
1384;¿Te apetece un polvo? A mí sí. ¿Te interesa? Envía un SMS con el texto XXUK SUZY al 69876. Los mensajes cuestan 1,50. Consulta los términos y condiciones en la página web. X;spam
1385;¿Te atrae el cine y la bebida? * Es un thriller de un director que me gusta y se emite en Mac a las 8.30.;legit
1386;¿Te ayudaría a superar este momento difícil si te dejo sin humo?;legit
1387;¿Te das cuenta de que en unos 40 años tendremos miles de ancianas con tatuajes?;spam
1388;¿Te estás portando bien, cariño? :);legit
1389;¿Te gusta la comida italiana?;legit
1390;¿Te gusta mover el trasero en la pista de baile?;legit
1391;¿Te gusta mucho jugar a roles?;legit
1392;¿Te gustaría adquirir la mejor tecnología para tu negocio?;legit
1393;¿Te gustaría adquirir la mejor tecnología para tu negocio? 🤝;spam
1394;¿Te gustaría programar una revisión de desempeño para la próxima semana, considerando el avance en el proyecto?;spam
1395;¿Te gustaría que te mimen? :);legit
1396;¿Te gustaría revisar los cambios que hice en el documento antes de que lo enviemos a la Municipalidad de Miraflores?;legit
1397;¿Te gustaría ver mis fotos XXX? ¡Son tan sexys que casi fueron prohibidas en el Reino Unido!;spam
1398;¿Te importa si te pregunto qué pasó? No tienes que decirlo si te resulta incómodo.;legit
1399;¿Te llamaron herramienta?;legit
1400;¿Te lo creerías? No sabían que tenía el jueves reservado, así que me cancelaron ¡OTRA VEZ! Eso necesita ser solucionado.;legit
1401;¿Te pregunto una cosa si no me malinterpretas?;legit
1402;¿Te quedarás sin TVs Vision AI?;legit
1403;¿Te quedas en la ciudad?;legit
1404;¿Te quedaste demasiado corto? ¿Te gusta? Falló. Está muy triste.;legit
1405;"¿Te rechazaron un préstamo? ¿Con o sin garantía? ¿No consigues crédito? Llama gratis ahora al 0800 195 6669 o envía un mensaje de texto con la palabra ""ayuda"" y te ayudaremos.";spam
1406;¿Te recojo sobre las 7:30? ¿A qué hora vas?;legit
1407;¿Te reunirás con Da ge esta noche?;legit
1408;¿Te sentaste bien? Vale, gracias.;legit
1409;¿Tecnología para tu hogar? Encuéntrala en App Week;legit
1410;¿Tecnología para tu hogar?🤖 Encuéntrala en App Week Cristhian;spam
1411;¿Tenemos fuentes de alimentación de repuesto?;legit
1412;¿Tensión ah? ¿Qué máquina? ¿Algún problema?;legit
1413;¿Tienes alguna amiga llamada Ashwini en tu universidad?;legit
1414;¿Tienes entradas reservadas para el pongal?;legit
1415;¿Tienes frío? ¿Ya llegaste a casa? ¿Recordarás besar a tu mamá por la mañana? ¿Me quieres? ¿Piensas en mí? ¿Ya me extrañas?;legit
1416;¿Tienes la programación navideña de radio? Si no, la consigo ahora.;legit
1417;¿Tienes lo necesario para participar en el Rally WRC en Australia? ¡Con Lucozade Energy puedes! Envía RALLY LE al 61200 (25 peniques), consulta los paquetes o visita lucozade.co.uk/wrc y ¡podrías ser tú!;spam
1418;¿Tienes mucho dinero para gasolina y quieres emprender una gran aventura en la naturaleza con Galileo dentro de poco?;legit
